Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
2006582,The Philosophy of Sociality: The Shared Point of View,Raimo Tuomela,"Tuomela, Raimo",,"=""0195313399""","=""9780195313390""",0,3.50,"Oxford University Press, USA",Hardcover,328,2007,2007,,2019/08/28,"to-read, human-evolution, philosophy","to-read (#127), human-evolution (#33), philosophy (#65)",to-read,,,,0,0
28383947,"Ultrasociety: How 10,000 Years of War Made Humans the Greatest Cooperators on Earth",Peter Turchin,"Turchin, Peter",,"=""""","=""9780996139519""",0,4.09,Beresta Books,Paperback,266,2015,2015,,2021/12/06,"to-read, history, human-evolution","to-read (#218), history (#30), human-evolution (#89)",to-read,,,,0,0
362515,Morals by Agreement,David Gauthier,"Gauthier, David",,"=""0198249926""","=""9780198249924""",0,3.94,Clarendon Press,Paperback,378,1987,1986,,2016/07/13,"to-read, liberalism, morality, political-philosophy","to-read (#25), liberalism (#50), morality (#36), political-philosophy (#103)",to-read,,,,0,0
31911,Contemporary Political Philosophy,Will Kymlicka,"Kymlicka, Will",,"=""0198782748""","=""9780198782742""",0,4.01,"Oxford University Press, USA",Paperback,512,2001,1991,,2020/07/15,"liberalism, to-read, political-philosophy","liberalism (#66), to-read (#152), political-philosophy (#102)",to-read,,,,0,0
17290728,"The Great Debate: Edmund Burke, Thomas Paine, and the Birth of Right and Left",Yuval Levin,"Levin, Yuval",,"=""0465050972""","=""9780465050970""",0,3.86,Basic Books,Hardcover,296,2013,2013,,2021/12/06,"to-read, enlightenment, liberalism, political-philosophy, history","to-read (#217), enlightenment (#14), liberalism (#99), political-philosophy (#101), history (#29)",to-read,,,,0,0
44525990,In the Shadow of Justice: Postwar Liberalism and the Remaking of Political Philosophy,Katrina Forrester,"Forrester, Katrina",,"=""0691163081""","=""9780691163086""",0,4.05,Princeton University Press,Hardcover,432,2019,2019,,2019/12/23,"to-read, liberalism, political-philosophy","to-read (#133), liberalism (#62), political-philosophy (#99)",to-read,,,,0,0
17986385,Just Freedom: A Moral Compass for a Complex World,Philip Pettit,"Pettit, Philip",,"=""0393063976""","=""9780393063974""",0,3.80,W. W. Norton  Company,Hardcover,288,2014,2014,,2020/07/15,"to-read, liberalism, political-philosophy","to-read (#136), liberalism (#67), political-philosophy (#98)",to-read,,,,0,0
918153,Political Liberalism,John Rawls,"Rawls, John",,"=""0231052480""","=""9780231052481""",0,3.94,Columbia University Press,Hardcover,401,1993,1993,,2021/12/05,"to-read, liberalism, political-philosophy","to-read (#216), liberalism (#97), political-philosophy (#96)",to-read,,,,0,0
6386003,Citizenship and National Identity,David    Miller,"Miller, David",,"=""0745623948""","=""9780745623948""",0,3.50,Polity Press,Paperback,224,2000,2000,,2019/06/05,"to-read, liberalism, political-philosophy","to-read (#43), liberalism (#37), political-philosophy (#94)",to-read,,,,0,0
27311741,Strangers in Our Midst: The Political Philosophy of Immigration,David    Miller,"Miller, David",,"=""0674088905""","=""9780674088900""",0,3.65,Harvard University Press,Hardcover,240,2016,2016,,2019/09/25,"to-read, liberalism, morality, political-philosophy","to-read (#30), liberalism (#59), morality (#29), political-philosophy (#93)",to-read,,,,0,0
52950271,Liberal Nationalism and Its Critics: Normative and Empirical Questions,Gina Gustavsson,"Gustavsson, Gina",David Miller,"=""0198842546""","=""9780198842545""",0,0.0,"Oxford University Press, USA",Hardcover,336,2020,,,2021/12/05,"to-read, liberalism, political-philosophy","to-read (#215), liberalism (#96), political-philosophy (#92)",to-read,,,,0,0
13422738,Free Market Fairness,John Tomasi,"Tomasi, John",,"=""069114446X""","=""9780691144467""",0,3.76,Princeton University Press,Hardcover,368,2012,2012,,2021/12/05,"to-read, liberalism, political-philosophy","to-read (#214), liberalism (#95), political-philosophy (#91)",to-read,,,,0,0
10217541,The Theory Of Moral Sentiments,Adam Smith,"Smith, Adam",,"=""0913966126""","=""9780913966129""",0,4.07,,,,,1759,,2021/12/05,"to-read, morality, political-philosophy, liberalism","to-read (#213), morality (#93), political-philosophy (#90), liberalism (#94)",to-read,,,,0,0
1383592,"An Inquiry into the Nature and Causes of the Wealth of Nations, Volume II",Adam Smith,"Smith, Adam","R.H. Campbell, A.S. Skinner, W.B. Todd","=""0865970076""","=""9780865970076""",0,3.92,Liberty Fund Inc.,Paperback,544,1982,1776,,2021/12/05,"to-read, liberalism, political-philosophy","to-read (#212), liberalism (#93), political-philosophy (#89)",to-read,,,,0,0
1102506,"An Inquiry into the Nature and Causes of the Wealth of Nations, Volume I",Adam Smith,"Smith, Adam","R.H. Campbell, A.S. Skinner, W.B. Todd","=""0865970068""","=""9780865970069""",0,3.95,"Liberty Fund, Inc.",Paperback,550,1982,1776,,2021/12/05,"to-read, liberalism, political-philosophy, morality","to-read (#211), liberalism (#92), political-philosophy (#88), morality (#92)",to-read,,,,0,0
48614933,The Constitution of Liberty,Friedrich A. Hayek,"Hayek, Friedrich A.",,"=""0710085184""","=""9780710085184""",0,4.16,Routledge,Paperback,580,1976,1960,,2016/01/22,"to-read, liberalism, political-philosophy","to-read (#57), liberalism (#64), political-philosophy (#48)",to-read,,,,0,0
31662297,The Counter-Revolution of Science: Studies on the Abuse of Reason,Friedrich A. Hayek,"Hayek, Friedrich A.",,"=""""","=""""",0,4.14,Liberty Press,Paperback,415,1979,1952,,2021/12/05,"to-read, science, political-philosophy","to-read (#210), science (#13), political-philosophy (#86)",to-read,,,,0,0
3688835,"Social Justice, Socialism & Democracy: Three Australian Lectures",Friedrich A. Hayek,"Hayek, Friedrich A.",,"=""0959648534""","=""9780959648539""",0,2.80,South Australian Post-Graduate Medical Educat,Hardcover,61,,,,2021/12/05,"to-read, liberalism, political-philosophy, morality","to-read (#209), liberalism (#90), political-philosophy (#85), morality (#91)",to-read,,,,0,0
44326233,The Cosmopolitan Tradition: A Noble But Flawed Ideal,Martha C. Nussbaum,"Nussbaum, Martha C.",,"=""0674052498""","=""9780674052499""",0,3.60,Belknap Press,Hardcover,320,2019,,,2021/12/05,"to-read, political-philosophy","to-read (#207), political-philosophy (#82)",to-read,,,,0,0
250888,Women and Human Development: The Capabilities Approach,Martha C. Nussbaum,"Nussbaum, Martha C.",,"=""0521003857""","=""9780521003858""",0,3.81,Cambridge University Press,Paperback,338,2001,1999,,2021/12/05,"to-read, liberalism, political-philosophy","to-read (#206), liberalism (#89), political-philosophy (#81)",to-read,,,,0,0
6481280,Red Plenty,Francis Spufford,"Spufford, Francis",,"=""0571225233""","=""9780571225231""",0,4.08,Faber and Faber,Hardcover,434,2010,2010,,2021/12/05,"politics, history, literature-music-art","politics (#51), history (#27), literature-music-art (#10)",read,,,,0,0
4806683,The Evolution Of Nuclear Strategy,Lawrence Freedman,"Freedman, Lawrence",,"=""0312272707""","=""9780312272708""",0,4.09,St. Martin's Press,Paperback,,1983,1981,,2021/12/05,"politics, history","politics (#50), history (#26)",read,,,,1,0
6764834,Why Not Socialism?,G.A. Cohen,"Cohen, G.A.",,"=""0691143617""","=""9780691143613""",0,3.40,Princeton University Press,Hardcover,83,2009,2009,,2019/09/25,"to-read, liberalism, morality, political-philosophy","to-read (#3), liberalism (#57), morality (#27), political-philosophy (#78)",to-read,,,,0,0
1056293,A Critique of Pure Tolerance,Robert Paul Wolff,"Wolff, Robert Paul","Barrington Moore Jr., Herbert Marcuse","=""0807015598""","=""9780807015599""",0,3.59,Beacon Press,Paperback,123,1997,1965,,2021/12/05,"to-read, liberalism, political-philosophy","to-read (#196), liberalism (#84), political-philosophy (#75)",to-read,,,,0,0
1056292,The Poverty of Liberalism,Robert Paul Wolff,"Wolff, Robert Paul",,"=""0807005835""","=""9780807005835""",0,3.92,Beacon Press (MA),Paperback,,1969,1969,,2021/12/05,"to-read, political-philosophy, liberalism","to-read (#195), political-philosophy (#74), liberalism (#83)",to-read,,,,0,0
803385,A Matter of Principle,Ronald Dworkin,"Dworkin, Ronald",,"=""0674554612""","=""9780674554610""",0,4.00,Harvard University Press,Paperback,448,1986,1985,,2021/12/05,"to-read, liberalism, morality, political-philosophy","to-read (#194), liberalism (#82), morality (#86), political-philosophy (#73)",to-read,,,,0,0
209328,Taking Rights Seriously,Ronald Dworkin,"Dworkin, Ronald",,"=""0674867114""","=""9780674867116""",0,3.93,Harvard University Press,Paperback,392,1978,1977,,2021/12/05,"to-read, morality, political-philosophy, liberalism","to-read (#193), morality (#85), political-philosophy (#72), liberalism (#81)",to-read,,,,0,0
91953,Leviathan,Thomas Hobbes,"Hobbes, Thomas","Marshall Missner, Crawford Brough Macpherson","=""0140431950""","=""9780140431957""",0,3.71,Penguin Books,Paperback,736,1981,1651,,2019/07/09,"human-evolution, liberalism, philosophy, to-read, political-philosophy","human-evolution (#26), liberalism (#40), philosophy (#62), to-read (#1), political-philosophy (#70)",to-read,,,,0,0
96659,Spheres of Justice: A Defense of Pluralism and Equality,Michael Walzer,"Walzer, Michael",,"=""0465081894""","=""9780465081899""",0,3.82,Basic Books,Paperback,364,1984,1983,,2019/09/25,"to-read, liberalism, morality, political-philosophy","to-read (#129), liberalism (#58), morality (#28), political-philosophy (#69)",to-read,,,,0,0
113830,Just and Unjust Wars: A Moral Argument With Historical Illustrations,Michael Walzer,"Walzer, Michael",,"=""0465037070""","=""9780465037070""",0,3.87,Basic Books,Paperback,400,2006,1976,,2021/12/05,"to-read, morality, political-philosophy, liberalism, politics","to-read (#192), morality (#84), political-philosophy (#68), liberalism (#80), politics (#49)",to-read,,,,0,0
485556,Thinking Politically: Essays in Political Theory,Michael Walzer,"Walzer, Michael",David    Miller,"=""0300118163""","=""9780300118162""",0,4.23,Yale University Press,Hardcover,333,2007,2007,,2021/12/05,"to-read, political-philosophy, morality, liberalism","to-read (#191), political-philosophy (#67), morality (#83), liberalism (#79)",to-read,,,,0,0
18149670,Human Rights as Social Construction,Benjamin Gregg,"Gregg, Benjamin",,"=""1107612942""","=""9781107612945""",2,2.50,Cambridge University Press,Paperback,272,2013,2011,2017/11/27,2017/11/03,"reviewed, political-philosophy","reviewed (#32), political-philosophy (#18)",read,"I am sympathetic to the general thesis of the book, that human rights should be understood as social constructs, and not as predefined concepts handed down by theology or by some definition of humanity. But the book is disappointing nonetheless. The writing is heavy and rather disorganized, the final proposed idea of a ""human rights state"" is not clearly defined or described. I wish a ruthless editor had taken charge, there is a good text somewhere within this book.",,,1,0
141420,The Need for Roots: Prelude to a Declaration of Duties towards Mankind,Simone Weil,"Weil, Simone","Arthur Wills, T.S. Eliot","=""0415271029""","=""9780415271028""",0,4.03,Routledge,Paperback,320,2001,1949,,2021/12/05,"to-read, morality, political-philosophy, religion","to-read (#190), morality (#82), political-philosophy (#65), religion (#26)",to-read,,,,0,0
422721,"The Stillborn God: Religion, Politics, and the Modern West",Mark Lilla,"Lilla, Mark",,"=""1400043670""","=""9781400043675""",0,3.57,Knopf,Hardcover,352,2007,2007,,2019/02/11,"to-read, liberalism, religion, political-philosophy","to-read (#117), liberalism (#32), religion (#18), political-philosophy (#64)",to-read,,,,0,0
24783916,The Shipwrecked Mind: On Political Reaction,Mark Lilla,"Lilla, Mark",,"=""1590179021""","=""9781590179024""",0,3.74,New York Review Books,Paperback,176,2016,2015,,2018/04/30,"to-read, liberalism, political-philosophy","to-read (#59), liberalism (#55), political-philosophy (#63)",to-read,,,,0,0
23461357,The Moral Brain: A Multidisciplinary Perspective,Jean Decety,"Decety, Jean",Thalia Wheatley,"=""0262028719""","=""9780262028714""",0,4.00,MIT Press,Hardcover,338,2015,2015,,2016/07/13,"to-read, human-evolution, political-philosophy, morality","to-read (#29), human-evolution (#84), political-philosophy (#54), morality (#69)",to-read,,,,0,0
11417583,"The Expanding Circle: Ethics, Evolution, and Moral Progress",Peter Singer,"Singer, Peter",,"=""0691150699""","=""9780691150697""",0,4.08,Princeton University Press,Paperback,232,2011,1981,,2016/07/13,"to-read, philosophy, human-evolution, morality","to-read (#72), philosophy (#24), human-evolution (#82), morality (#68)",to-read,,,,0,0
10515123,"The Information: A History, a Theory, a Flood",James Gleick,"Gleick, James",,"=""0007225733""","=""9780007225736""",0,4.02,Fourth Estate (GB),Hardcover,527,2011,2011,,2021/12/05,"computing, philosophy, science, politics","computing (#56), philosophy (#93), science (#11), politics (#44)",read,,,,1,0
486676,Chaos: Making a New Science,James Gleick,"Gleick, James",,"=""0747404135""","=""9780747404132""",0,4.03,Cardinal,Paperback,342,1988,1987,,2021/12/05,"science, philosophy","science (#12), philosophy (#94)",read,,,,1,0
17675707,Death and the Afterlife,Samuel Scheffler,"Scheffler, Samuel",Niko Kolodny,"=""0199982503""","=""9780199982509""",4,3.79,"Oxford University Press, USA",Hardcover,224,2013,2013,,2015/04/23,"philosophy, reviewed, religion","philosophy (#12), reviewed (#69), religion (#25)",read,,,,1,0
11468377,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,"=""0374275637""","=""9780374275631""",4,4.18,"Farrar, Straus and Giroux",Hardcover,499,2011,2011,,2015/04/14,"philosophy, reviewed, human-evolution","philosophy (#11), reviewed (#80), human-evolution (#75)",read,,,,1,0
61558,Objective Knowledge: An Evolutionary Approach,Karl Popper,"Popper, Karl",,"=""0198750242""","=""9780198750246""",5,4.10,"Oxford University Press, USA",Paperback,390,1972,1972,,2015/04/14,"philosophy, karl-popper, human-evolution, evolution","philosophy (#7), karl-popper (#6), human-evolution (#74), evolution (#44)",read,,,,1,0
23848578,"The Big Question: Why We Can’t Stop Talking About Science, Faith and God",Alister E. McGrath,"McGrath, Alister E.",,"=""1250077923""","=""9781250077929""",1,3.69,St. Martin's Press,Hardcover,272,2015,2015,2016/02/22,2016/01/20,"religion, reviewed, political-philosophy, morality","religion (#1), reviewed (#44), political-philosophy (#47), morality (#66)",read,"Finally! I've managed to get through this rather tedious and badly organized book. In the process I have become allergic to the phrases ""enriched view"", ""recent scholarship"" and ""surely it is time to move on"", which are repeated ad nauseam.<br/><br/>I intend to write more about the arguments and views of this book elsewhere, suffice it to say that it does not convince. The idea that science is enriched by religion is stated multiple times, but nowhere is any credible example given.<br/><br/>Also, it is rather strange in this day and age to read a book that equates religion with Christianity. As far as I can tell, only hinduism and buddhism are mentioned (both in a derogatory context), and islam not at all. How can this kind of myopia still persist?",,,1,0
35074096,"Mythos: The Greek Myths Retold (Stephen Fry's Great Mythology, #1)",Stephen Fry,"Fry, Stephen",,"=""0718188721""","=""9780718188726""",4,4.27,Michael Joseph,Hardcover,416,2017,2017,2018/06/17,2018/05/02,"religion, philosophy, literature-music-art, reviewed, history","religion (#12), philosophy (#50), literature-music-art (#5), reviewed (#18), history (#23)",read,"A very good read, this retelling of the classical Greek myths. One fascinating aspect is the very different idea of godhood compared to the judeo-christian concept. The Greek gods are real persons (so to speak), and quite capricious and moody. They are like morally deficient variants of Hollywood superheroes; they don't really care all that much about morally good deeds. An interesting similarity is that superheroes aren't interesting unless they have a weak spot, like kryptonite for Superman. In the Greek gods' case, it is the rule that no god can revoke the divine command or curse of another god. Numerous stories revolve around this fundamental constraint.",,,1,0
18740986,Inventing the Individual: The Origins of Western Liberalism,Larry Siedentop,"Siedentop, Larry",,"=""0713996447""","=""9780713996449""",5,4.08,Allen Lane,Hardcover,416,2014,2014,2016/08/13,2016/09/03,"religion, reviewed, liberalism, morality, history, political-philosophy","religion (#8), reviewed (#38), liberalism (#49), morality (#13), history (#10), political-philosophy (#19)",read,"This is the most provocative and inspiring book I have read in a long time. It challenges the idea that Western liberalism was born during the Renaissance and the Enlightenment. Instead, Larry Siedentop maintains that the crucial ingredients are found in St Pauls invention of Christianity, in particular the idea that all humans are equal before God, combined with a modified rationalism from Greece and Rome. The struggle between and within church and state in the context of the dissolution of the Roman empire, and the interaction between ideas and society during the Middle Ages laid the essential groundwork for the idea of secularity, among other things. The main intellectual inventions required for liberalism were already in place before the Renaissance. Please note that the author does not maintain that liberalism requires faith in Christianity, only that it grew out of it. The writing is clear and straightforward. The only criticism I have is that the author hammers home his thesis a little too often. ",,,1,0
416827,Popper's Open Society After Fifty Years: The Continuing Relevance of Karl Popper,Ian C. Jarvie,"Jarvie, Ian C.",Sandra Pralong,"=""0415290678""","=""9780415290678""",3,3.78,Routledge,Paperback,240,2002,1998,2019/01/04,2018/12/18,"karl-popper, liberalism, reviewed, political-philosophy","karl-popper (#11), liberalism (#20), reviewed (#9), political-philosophy (#6)",read,"A rather uneven collection of papers, some contributions highly interesting, others less so. The preface (new in this edition) by the editors, and the contributions by Ian Jarvie (the ideas of open and closed societies as ideal types), John Hall (the sociological deficit of The Open Society) and Bryan Magee (the uses of Popper for a practical politician) are the most interesting. The paper by Joseph Agassi (The notions of the modern nation-state: Popper and nationalism) was tantalizing, but was ultimately unsatisfactory.",,,1,0
8439056,Justice for Hedgehogs,Ronald Dworkin,"Dworkin, Ronald",,"=""0674046714""","=""9780674046719""",0,4.12,Belknap Press,Hardcover,506,2011,2011,,2015/06/28,"to-read, morality, liberalism, political-philosophy","to-read (#40), morality (#17), liberalism (#63), political-philosophy (#37)",to-read,,,,0,0
973876,The Construction of Social Reality,John Rogers Searle,"Searle, John Rogers",,"=""0140235906""","=""9780140235906""",3,3.91,Penguin,Paperback,241,1996,1995,,2018/07/17,political-philosophy,political-philosophy (#30),read,"The analysis is pretty clear, although quite dry and abstract. The book does not spell out very well what consequences its line of argument has in current discussions. It seems to me that a wider discussion in terms of the evolution of humans and their society would be useful. The discussion about ""external realism"" show how absurd various kinds of anti-realism are, and also gives some explanation of why these absurd positions still are fairly popular.",,,1,0
35006459,The Road to Somewhere: The New Tribes Shaping British Politics,David Goodhart,"Goodhart, David",,"=""0141986972""","=""9780141986975""",4,3.86,Penguin,Paperback,304,2017,2017,2018/06/10,2018/05/28,"liberalism, politics, reviewed, history","liberalism (#8), politics (#19), reviewed (#19), history (#16)",read,"A must-read for understanding the problems of the current political era. The thesis of the book is that the anywheres (educated, accomplished, high-performance urban liberals) have dominated politics and debate, and that the somewheres (rooted, conservative, less-educated workers) have become disenchanted with the development of society and are resentful that their views have been discounted.  This conflict cannot simply be dismissed. Some kind of resolution must be found.",,,1,0
35925694,Counter-Revolution: Liberal Europe in Retreat,Jan Zielonka,"Zielonka, Jan",,"=""0198806566""","=""9780198806561""",3,3.40,"Oxford University Press, USA",Hardcover,176,2018,2018,2018/12/17,2018/12/02,"liberalism, politics, history","liberalism (#19), politics (#25), history (#15)",read,"An impassioned plea for liberals to look critically at liberalism's responsibility for the current failures of western society. Given Hungary, Poland, Trump and Brexit, to mention just a few of the most recent disasters, it is clear that there is a problem. Zielonka drives home the thesis that liberals and liberalism to a large extent is to blame for these developments. Liberals cannot avoid looking critically at themselves. A reappraisal is required. I agree.<br/><br/>However, I do not agree with every aspect of Zielonka's analysis, but that is to be expected. Unsurprisingly, perhaps, his pointers towards a new liberalism are vague. The first step must be to realize that there is a problem. This book, and others, show that there is a global, or at least western, debate about these issues. I notice that Sweden, where I live, has nothing in this vein. This is a disaster in its own right.",,,1,0
18730620,Liberalism: The Life of an Idea,Edmund Fawcett,"Fawcett, Edmund",,"=""0691156891""","=""9780691156897""",4,3.90,Princeton University Press,Hardcover,488,2014,2014,2015/11/21,2015/06/27,"liberalism, reviewed, political-philosophy, history","liberalism (#7), reviewed (#49), political-philosophy (#20), history (#11)",read,"The idea of this book is to present the various strands of liberal thought and political action since the term ""liberal"" was invented around 1815, in four countries: France, Germany, UK and USA. It gives a very good overview of the interplay of historical processes and ideological thought. For those liberal thinkers which I have deeper knowledge of, Fawcett is accurate and gives a fair summary of the main ideas.<br/><br/>The main problem I have is with style. His writing is sometimes rather staccato, one sentence following another without obvious connection. It makes it hard to follow the argument being made. In other places, the writing is much more fluent.<br/><br/>The final chapter offers some interesting thoughts on the future of liberalism and the challenges now that the era of ""the end of history"" (Fukuyama) of 1989-2008 (or whichever dates you wish to use) is over. I may write a comment about this elsewhere.",,,1,0
28789711,SPQR: A History of Ancient Rome,Mary Beard,"Beard, Mary",,"=""1631492225""","=""9781631492228""",5,4.04,Liveright,Paperback,606,2016,2015,2018/01/14,2018/01/01,"reviewed, history","reviewed (#30), history (#9)",read,"Mary Beard has written a very good history of the first 1000 years of the Roman empire, from Romulus to Caracalla. She attempts to write not only about the kings, consuls and emperors, but also about what is known about the lives and circumstances of citizens and slaves. It is a good read, and I recommend it. I learned a lot and gained a better perspective of events that I knew of since before. She writes in a more-or-less chronological fashion about the events up to Augustus, and after that in a more thematic way, and she gives good reasons for this approach.<br/><br/>One minor complaint I have is that Beard, in a few cases, mentions certain events as if assuming that the reader already knows about them. To be sure, she often comes back to those events later in the text, and explains them more fully. But still, it makes for some mystification.<br/><br/>The other complaint concerns the discussion of the methodological problems about what we can now, given the fragmentary and biased evidence we have. I'm not entirely sure why, but the discussion left me a little unsatisfied. Maybe because it was too theoretical or vague, or that it bordered on the trivial? Anyway, this is a minor issue. The presentation of the concrete problems of the evidence for certain events is satisfactory, as far as I can tell.",,,1,0
36759003,"Dangerous Minds: Nietzsche, Heidegger, and the Return of the Far Right",Ronald Beiner,"Beiner, Ronald",,"=""0812250591""","=""9780812250596""",4,3.40,University of Pennsylvania Press,Hardcover,176,2018,,2018/05/06,2018/04/30,"reviewed, political-philosophy, history","reviewed (#20), political-philosophy (#16), history (#8)",read,"A brief book about the antiliberalism of Nietzsche and Heidegger. It is currently common to assume that Nietzsche and Heidegger provide a radical criticism of modernity (liberalism, capitalism, Enlightenment) that can be used for ""leftist"" purposes. The author drives home the simple fact that their criticism is fundamentally reactionary, which is very naturally being used by current far-right ideologues such as Aleksandr Dugin. The book assumes too much familiarity on part of the reader with Nietzsche. The part about Heidegger is much better, and renders a plausible brief description of his ideas, and, importantly, the problem that is the driving force behind Heidegger's thinking. It is here that Heidegger's nazism becomes understandable. Beiner shows convincingly that there is no way to separate Heidegger's philosophy from his political ideas.",,,1,0
20839196,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""0062316095""","=""9780062316097""",3,4.38,Harper,Hardcover,443,2015,2011,,2019/08/21,"human-evolution, religion, reviewed, history","human-evolution (#30), religion (#20), reviewed (#101), history (#7)",read,"A good read. But of course one cannot cram all of humanity's history into 500 or so pages without problems. Oversimplification is bound to happen. His approach to condense the story into first a pre-history part and then a number of parts of thematic accounts works fairly well. I do not mind the author being opinionated, he is pretty straightforward about it.<br/><br/>His points about the scientific revolution being predicated on the realization that we are ignorant, and that empires are more than just evil ideas of the corrupt West (as many would have it), are provocative and interesting, in my mind.<br/><br/>My main complaints concern:<br/><br/>1) His view of culture being layered on top of biology, which seems to ignore the essential interrelatedness of culture and biology in the evolution of Homo.<br/><br/>2) His description of the development and relationships of cognitive, cooperative, moral and other features during Homo evolution are, I think, not quite coherent. The author makes clear that the raw data here is woefully inadequate, for obvious reasons, but I think there are some points here that do could be given a different interpretation.<br/><br/>3) his insistence on using the term ""imagination"" about social constructs such as status, knowledge and stories, which I think misses the point that such social constructs have a logic of their own, which makes them more ""real"" than just ""imaginative"". I think the term ""invented"" would have been better; once invented, the social constructs take on a life of their own.<br/><br/>4) His insistence that modern political ideologies are just religions in another form is unhelpful. It obscures the real differences for provocative ends. It does have a few points, but in general this is not a sharp analysis.<br/><br/>5) His characterization of Nazism as being a variant of evolutionary political thinking is so one-sided that it is practically false. It ignores completely the long prehistory of antisemitism in Christianity, the German nationalistic strands of thought that came out of the Romantic reaction the Enlightenment, and other aspects as well.",,,1,0
23462855,Liberalism: A Very Short Introduction,Michael Freeden,"Freeden, Michael",,"=""0199670439""","=""9780199670437""",2,3.52,Oxford University Press,Paperback,143,2015,2015,2019/09/25,2019/02/07,"liberalism, history, political-philosophy","liberalism (#28), history (#6), political-philosophy (#14)",read,"A mixed bag. There is too much discussion on how to analyze liberalism. The notions of layers of liberalism (a chronological approach?) would have been more useful if the layers had been given names rather than just numbers (one repeats to oneself ""layer 4 liberalism, what was that now again..."") and mixing this with ""conceptual morphology"" does not make it easy for the reader. All in all, there is too much discussion around liberal thinking, and too little describing it.<br/><br/>That said, there are interesting observations in this book, so it was worth reading. My appreciation of Hobhouse and Hobson was affected positively. The emphasis on the complexity of liberalism was also a positive aspect, since there is too much certainty today (on all sides) on what it is supposed to mean. The analysis of the limitations and assumptions of the so-called philosophical liberalism of John Rawls and Ronald Dworkin was also interesting.",,,1,0
39204055,The Lost History of Liberalism: From Ancient Rome to the Twenty-First Century,Helena Rosenblatt,"Rosenblatt, Helena",,"=""0691170703""","=""9780691170701""",4,4.02,Princeton University Press,Hardcover,368,2018,2018,2021/05/02,2019/06/05,"liberalism, reviewed, political-philosophy","liberalism (#38), reviewed (#105), political-philosophy (#11)",read,"Helena Rosenblatt traces the many strands of liberal thought and politics. Her main task, which she accomplishes very well, is to demolish the idea that what is today often called ""classical liberalism"" is classical in the sense of original. It is not. Liberalism has had many themes, free markets being just one of them. Her treatment also makes the point that liberal thought is not just a British and American affair, but that Germany, and in particular, France, was historically main arenas for liberal struggle against the monarchy, strong-man rule and the reactionary Catholic church. It is clear that Rosenblatt thinks this ""lost history"" of liberalism can provide much to further the debate, and I think she is right. Her epilogue does point to some ideas for future debate, but is far too short and circumspect to really drive home the message.",,,1,0
34323539,The Once and Future Liberal: After Identity Politics,Mark Lilla,"Lilla, Mark",,"=""0062697439""","=""9780062697431""",3,3.86,Harper,Hardcover,160,2017,2017,2018/09/23,2017/10/14,"reviewed, liberalism, political-philosophy","reviewed (#13), liberalism (#46), political-philosophy (#10)",read,"This is a pamphlet urging a rethink of liberal politics. Although it is written almost entirely from the perspective of the US political scene, it does have som relevance to liberals everywhere. Lilla makes the case that today's identity politics  is actually a non-political movement following naturally in the tracks of Reagan's individualist conservative revolution. Liberals need to rediscover proper political action that can have a chance of success at the ballot box. Lilla proposes that the concept of citizenship should be the central organizing principle. However, what concrete policies should be goal of this rethought liberal movement is left unspecified.",,,1,0
34496942,The Retreat of Western Liberalism,Edward Luce,"Luce, Edward",,"=""0802127398""","=""9780802127396""",3,4.03,Atlantic Monthly Press,Hardcover,226,2017,2017,2018/11/15,2017/10/14,"politics, liberalism, reviewed, political-philosophy","politics (#10), liberalism (#12), reviewed (#11), political-philosophy (#8)",read,"Luce makes the case that liberals must face the uncomfortable truth: That many of its problems and setbacks are the results of its own actions. On top of that, developments such as the rise of China will further reduce the domain of liberalism globally. Liberals must think anew. Luce writes well, but the book is highly journalistic, being light on analysis, and sometimes using catchy phrases as substitute for serious argument.",,,1,0
321942,"Ancient Greece: A Political, Social and Cultural History",Sarah B. Pomeroy,"Pomeroy, Sarah B.","Walter Donlan, Stanley Mayer Burstein, Jennifer T. Roberts","=""0195097432""","=""9780195097436""",4,3.95,"Oxford University Press, USA",Paperback,544,1999,1998,2021/07/03,2021/03/08,"philosophy, history, political-philosophy","philosophy (#76), history (#3), political-philosophy (#3)",read,,,,1,0
32763611,WebGL: Up and Running,Tony Parisi,"Parisi, Tony",,"=""935023873X""","=""9789350238738""",0,3.59,Shroff/O'Reilly,Paperback,248,2012,2012,,2021/12/05,computing,computing (#31),read,,,,1,0
42589302,D3 for the Impatient: Interactive Graphics for Programmers and Scientists,Philipp K Janert,"Janert, Philipp K",,"=""1492046779""","=""9781492046776""",0,4.07,O'Reilly Media,Paperback,256,2019,,,2021/12/05,computing,computing (#29),read,,,,1,0
30898075,Dynamic Systems for Everyone: Understanding How Our World Works,Asish Ghosh,"Ghosh, Asish",,"=""3319439421""","=""9783319439426""",0,3.80,Springer,Hardcover,554,2016,2015,,2021/12/05,"to-read, science","to-read (#186), science (#10)",to-read,,,,0,0
